actor,date,external_actors,text_en
NUG,26/02/2025 21:13,"Bangladesh, China, India, Thailand","National Unity Government 7/2025 Cabinet Meeting
◼️ Acting President Duwal Shila said to attack the enemy mercilessly and be honest with the people
February 25, 2025
The National Unity Government's 7/2025 cabinet meeting was held at 10 am today. The meeting was attended by Acting President Duwal Shila, Union Prime Minister Mahn Win Khaing Than, and Union Ministers and Deputy Ministers.
After Acting President Duwal Shila delivered an opening speech at the meeting, the Union Prime Minister delivered a speech.
Acting President Duterte said, “Our country is struggling with domestic politics amid the geopolitical competition of major powers. In particular, the involvement of regional powers has been seen as a catalyst for protracting internal conflicts. We need to realistically view the actual political situation of regional countries and think in advance about how to do good for the people in the current political crisis. We need to seriously consider what strategic approaches we can take with our current neighbors, including China, Thailand, Bangladesh, and India.”
He continued, “We need to relentlessly attack the enemy and be as honest and straightforward as possible with the people. I think this is a revolutionary ethic and an attitude we must adopt. I would like to say that we must be able to prove and refute the criticisms of our government with work.”
Union Prime Minister Mahn Win Khaing Than said, “2025 is the year when we will strive hard to achieve good results and solutions for the revolution in all sectors, including military, political, foreign affairs, and administration. This is a year when all members of our government will work together and work together. The revolution is not a revolution that is carried out by one person or a group, and our government is also working under the leadership of Collective Leadership, so we need to work together. In addition to the regular work of our respective ministries, it is time for us to work together with collective strength and collective ideas in the sectors we have organized. I urge you to keep an eye on the political changes that have occurred and systematically manage your intended revolutionary work with strategic resources, financial resources, and human resources.”
The meeting was attended by the Ministry of Women, Youth, and Children’s Affairs, Union Minister Naw Susanna Hla Hla Soe presented and discussed the trip to Japan.
After that, the Union Prime Minister explained and discussed the presentations, and the acting President made a concluding speech and adjourned the meeting."
NUG,04/03/2025 20:40,"ASEAN, UN","Republic of the Union of Myanmar
 National Unity Government
 Ministry of Human Rights
 UNITED NATIONS HUMAN RIGHTS COUNCIL
 58th session
 Interactive dialogue with the High Commissioner for Human Rights
 on the human rights situation in Myanmar
  ====================================
 MYANMAR
 4 March 2025
 The Republic of the Union of Myanmar, as represented by the National Unity Government, is grateful to High Commissioner Türk for his oral update on the human rights situation in Myanmar.
 The High Commissioner described the situation in Myanmar as among the worst in the world and, addressing the military junta's crimes and violations, cataloged a ""litany of human suffering that is difficult to fathom"". This includes famine, mass civilian casualties, coercive conscription, beheadings, burnings, mutilations, executions, torture, the use of human shields and sexual violence. Arcing forced displacement also continues to impact communities already in the most stark situations of vulnerability, including the Rohingya.
 Myanmar fully supports the High Commissioner's appeal to the international community to prioritize Myanmar, including through sharpened targeted sanctions against junta members and their businesses and associates, and by demanding an embargo on weapons, munitions, jet fuel and dual-use item transfers to the junta.
 We also support the High Commissioner's call on UN Member States to support solutions that place the National Unity Government, ethnic organizations, women's groups, youth, civil society and other pro-democracy actors at the center. This should include an ASEAN+ approach that brings Myanmar's neighbors and other influential States into a political process that upholds the Myanmar people's democratic will and aspirations, and that meets ASEAN's call for scaled-up financial support for the delivery of desperately needed humanitarian assistance. The UN Special Envoy on Myanmar and ASEAN's Troika mechanism could take lead roles in this process.
 Furthermore, Myanmar also shares the High Commissioner's commitment to accountability and to breaking the cycle of impunity by holding perpetrators of human rights violations and abuses to account.
 This session, the Human Rights Council has before it the opportunity to adopt a stronger resolution on Myanmar that is attuned to the rapidly evolving situation on the ground, where the National Unity Government and ethnic organizations are expanding territorial control and service delivery.
 Looking to a post-military future, the new Myanmar text should:
 • Sharpen condemnation of the junta, including its continued atrocities against civilians, its forced conscription drive, its planned sham elections, and its withholding and blocking of humanitarian assistance.
 • welcome the filing by the Prosecutor of the International Criminal Court of an application for a warrant of arrest for Senior General Min Aung Hlaing
 • Condemn the continued failure of the military junta to comply with UNSCR 2669 (2022) and call on the Security Council to take clear punitive steps against the junta in follow-up.
 • Express its clear support for a political process that places the National Unity Government, ethnic organizations, civil society, and the people's democratic aspirations at its center.
 • Support expanded humanitarian assistance, reconstruction, transitional justice and nation-building efforts as essential steps toward cementing an inclusive, sustainable federal democratic union.
 Myanmar repeats its thanks to High Commissioner Türk and extends its full cooperation to OHCHR and to the Human Rights Council and its mechanisms.
 Ministry of Human Rights
 National Unity Government"
NUG,08/03/2025 23:57,West,"The Republic of the Union of Myanmar
National Unity Government
Office of the President
presidentoffice@nugmyanmar.org 
Message on International Women’s Day
8 March 2025
1. March 8 is International Women’s Day, an annual event celebrated around the world to raise awareness of women’s rights and gender equality.
2. The history of International Women’s Day dates back to the 1900s, when women in garment factories in New York City, USA, marched to demand political and economic equality, including the right to vote, shorter working hours, and higher wages.
3. The efforts of women in the political movement not only in the history of the world but also in the history of Myanmar are the reason for celebrating this day as a proud day. The number of women who were inhumanly arrested and detained by the terrorist army during the Spring Revolution from 2021 to 2025 is (5,952) adult women, and of the women who are still arrested, (2,329) have already been sentenced. Among those sentenced, (16) have been sentenced to death and (58) have been sentenced to life imprisonment. There are (1,965) women who have died. According to this statistics, the sacrifice of women in the Spring Revolution can be clearly seen.
4. The theme for today’s International Women’s Day is “For All women and Girls; Rights, Equality, Empowerment”. Women themselves take the lead in taking action to ensure women’s rights, We must work hard to achieve equality and empowerment, and we must support each other from various organizations.
5. The Government of National Unity has approved and is implementing the Protection from Sexual Harassment, Exploitation and Abuse Act (PSHEA) and the Gender Equality Policy. We urge the international community to provide effective support for the protection of women from violence, equal rights and the empowerment of women.
Duwal Shila
Interim President
Government of National Unity"
NUG,16/03/2025 22:15,Thailand,"📣📣 Warning on Extreme Temperature Rise

☀️ With global warming, climate change, including severe heat waves, is occurring all over the world. Research shows that the world has warmed by about 1 degree Celsius since the beginning of the 21st century. According to the current 2024 events, most of Southeast Asia and most of Asia are experiencing the effects of extreme temperatures, and some Asian countries are experiencing unseasonable heavy rains and floods. 

☀️ Such extreme temperatures are also causing health problems. Extreme temperatures can cause sunburn, excessive sweating, cramps, fatigue, dizziness, vomiting, heatstroke, and even death in severe cases. 

☀️ Most cities in central Myanmar are among the hottest in the world, with heat-related deaths occurring in most major cities. According to weather forecasts, Kachin State, Kayin State, Karenni State, Mon State, Rakhine State, Magway Division, Mandalay Division, Sagaing Division, Nay Pyi Taw, Yangon Division, Ayeyarwady Division, and Bago Division will experience temperature changes over the next week. 

🚨 Temperatures above 40 degrees Celsius are considered dangerous, so be aware of the following:

👉 Avoid direct sunlight during the afternoon. Avoid prolonged exposure to sunlight, especially between 12 noon and 3 pm, when the temperature is at its highest.

👉 Stay in well-ventilated and shaded areas. 
👉 Drink as much water as possible to keep your body hydrated. Don't wait until you are thirsty, drink water frequently.
👉 If you must go outside, wear an umbrella, hat, sunglasses, and sunscreen before going outside.
👉 Avoid strenuous sports and alcohol.
👉 Wear loose, light-colored clothing. 
👉 Children, the elderly, and people with chronic illnesses are more susceptible to heat-related health risks and should be especially careful.
👉 If you notice symptoms of heatstroke, seek medical attention immediately, and seek medical attention as soon as possible in severe cases. 
👉 Avoid going outside immediately from air-conditioned rooms or vehicles in extremely hot weather, or going inside from outside immediately from air-conditioned rooms or vehicles.
👉 When temperatures are high, be sure to keep children and pets away from vehicles. 

🌡️ Although temperatures in Myanmar may drop slightly next week, we would like to inform you to be especially aware of the possible consequences of extremely high temperatures."
NUG,17/03/2025 17:34,West,"Republic of the Union of Myanmar
National Unity Government
Ministry of Human Rights
Announcement No. (1/2025)
1386, 4th day of the month of Tabaung
(17th March 2025)
Announcement regarding the loss of lives of children due to the terrorist group’s airstrikes on public places
1. On 16th March 2025 at 5:30 pm, the terrorist group carried out an airstrike on the Sein Yadana Pariyatti School in Naung Cho Township, Northern Shan State, killing (2) monks, (5) nuns under the age of (18), (1) male and (2) female civilians, a total of (10) people, and injuring many others. 
2. Two days before that attack, on the evening of 14th March, the terrorist group also carried out an airstrike on a school in Singu Township, Mandalay Division, The airstrike on the market in Letpan Hla village killed (6) children, including a (4) month old baby, and (21) civilians. 
3. The terrorist group strongly condemns the deliberate airstrikes on markets and religious buildings where people are gathered. The terrorist group has widely adopted a strategy of deliberately targeting public places, which has resulted in the loss of lives of civilians, including children. 
4. According to the data recorded by the Ministry of Human Rights as of March 16, 2025, the terrorist group carried out (2190) airstrikes on civilian places, resulting in the loss of lives of (372) children. 
5. The terrorist group’s attacks on public places and the killing of children are flagrant violations of international humanitarian law. In particular, it violates the protection of children in armed conflict and constitutes a clear violation of the six gravest violations against children, namely, killing and maiming children. It also violates the rights of children to survive, develop, participate and be protected under the Convention on the Rights of the Child.
6. We urge countries working to protect human rights and children’s rights to take immediate and effective action against the terrorist group, which is not only violating international human rights law and international humanitarian law, but also seriously violating international standards and international treaties to protect children.
Ministry of Human Rights
National Unity Government
Republic of the Union of Myanmar
National Unity Government
Ministry of Human Rights
Announcement no (1/2025) 
(17 March 2025)
Statement on Children's Deaths Due to Junta Airstrikes on Public Spaces
1. On March 16, 2025, at 5:30 PM, the military junta conducted an aerial attack on Sein Yadana Buddhist Monastery in Nawnghkio, North Shan State. The attack resulted in the deaths of 2 monk, 5 novices under 18 years of age, 1 male civilian, and 2 female civilian, totaling 10 fatalities, with numerous others sustaining injuries.
2. Two days prior to this attack, on the evening of March 14, the junta also conducted an aerial strike on the market in Let Pan Hla Village, Sintgu Township, Mandalay Region, resulting in the deaths of 6 children, including a 4-month-old infant, and 21 other civilians."
NUG,17/03/2025 17:34,West,"3. We strongly condemn these deliberate aerial attacks by the military junta on public marketplaces and religious buildings. The junta has been widely implementing a strategy of deliberately targeting public spaces, causing the deaths of civilians, including children.
 4. According to data documented by the Ministry of Human Rights from 2023 to March 16, 2025, the terrorist military group has conducted 2,190 aerial attacks on civilian areas, resulting in the deaths of 372 children.
 5. The military junta's attacks on public spaces and consequent child casualties constitute blatant violations of International Humanitarian Law. Specifically, these actions violate provisions for the protection of children during armed conflicts, clearly committing one of the six grave violations against children: killing and maiming of children. Furthermore, these actions violate the rights guaranteed to children under the Convention on the Rights of the Child, including their rights to survival, development, participation, and protection.
 6. We urge countries committed to human rights and children's rights to take immediate and effective action against the military through international human rights mechanisms and international judicial mechanisms, as they are severely violating not only international human rights law and international humanitarian law but also international standards and treaties concerning the protection of children. 
  Ministry of Human Rights
  National Unity Government"
NUG,20/03/2025 04:51,ASEAN,"The Republic of the Union of Myanmar
National Unity Government
Ministry of Foreign Affairs
Statement (1 / 2025)
(March 19, 2025)

1386, 6th day of the full moon of Tabaung
Statement on the escalation of violence against the Burmese people by the terrorist military group

1. As international attention remains focused on the Ukraine issue, ASEAN has a significant opportunity to take the lead in addressing the escalating crisis in Myanmar. ASEAN, as mandated by the ASEAN Charter, has the capacity to take meaningful action to contribute to sustainable peace and stability. 

2. The Burmese people are facing immense suffering on a daily basis, and decisive action is urgently needed. Northern Shan State, The military attacks by the terrorist group, such as the recent airstrike on a monastery in Naung Cho and the destruction of villages across the country, have forced people to flee their homes, and have caused significant suffering by destroying critical infrastructure such as schools and hospitals. According to data recorded by the Ministry of Human Rights as of March 16, 2025, the terrorist group carried out (2,190) airstrikes on civilian areas, resulting in the deaths of (372) children. The terrorist group’s indiscriminate attacks on public areas and the killing of children are not only violations of international humanitarian law, but also violations of the Geneva Convention on the Rights of the Child, which guarantees children’s rights to survival, development, participation and protection.

3. Mandalay Region, Magway Region, The deliberate targeting of religious sites and civilians in Sagaing Region and Shan State highlights the worsening humanitarian crisis in Myanmar. As the number of civilian casualties from the terrorist group’s airstrikes continues to rise and critical infrastructure continues to be damaged, a strong and coordinated international response is urgently needed to protect the Burmese people and uphold international humanitarian principles.

4. ASEAN now has the opportunity to go beyond the five points of common understanding and take concrete steps to support a Myanmar-owned and Myanmar-led process that meets the aspirations of the Burmese people. The restoration of legitimate democratic institutions is essential for lasting peace and stability. We urge ASEAN, under the leadership of Malaysia as Chair, to continue to uphold its commitments to human rights and regional security by taking bold and effective measures to address the conflict resulting from the illegal military coup and the ongoing violence perpetrated by the military junta against the Burmese people.

5. Now is the time to take decisive action to restore justice, peace and dignity to every citizen of Myanmar.

Ministry of Foreign Affairs

Republic of the Union of Myanmar

National Unity Government

Ministry of Foreign Affairs

Statement (1/2025)

19 March 2025

Statement on the Military Junta’s Increased Campaign of Terror Against Myanmar Civilian Population"
NUG,20/03/2025 04:51,"ASEAN, West","1. As the world's attention remains focused on Ukraine, ASEAN has a crucial opportunity to step forward and address the escalating crisis in Myanmar. With the mandate granted by the ASEAN Charter, the organization has the capacity to take meaningful action in support of lasting peace and stability.
  
 2. The people of Myanmar continue to face immense hardship every day, and the need for decisive intervention is becoming increasingly urgent. Ongoing military junta offensives—such as the recent airstrike of a monastery in Nawnghkio, Northern Shan State, and the widespread destruction of villages across the country—have devastated civilian populations, forcing families from their homes and destroying vital institutions such as schools and hospitals. According to data documented by the Ministry of Human Rights, between 2023 and March 16, 2025, the military junta has conducted 2,190 airstrikes on civilian areas, resulting in the tragic deaths of 372 children. These indiscriminate assaults on public spaces and the consequent loss of children's lives not only violate international humanitarian law but also breach the Convention on the Rights of the Child, which guarantees children's rights to survival, development, participation, and protection.
  
 3. The deliberate targeting of religious sites and civilian populations in the Mandalay, Magway, and Sagaing regions, as well as in Shan State, underscores the severity of the humanitarian crisis in Myanmar. As the military junta's airstrikes continue to take a rising civilian toll and cause widespread destruction of vital infrastructure, a strong and unified international response is urgently needed to protect the people of Myanmar and uphold international humanitarian principles.
  
 4. ASEAN now has an opportunity to move beyond the Five-Point Consensus and take decisive steps to support a Myanmar-owned, Myanmar-led process that aligns with the aspirations of its people. The restoration of legitimate federal democratic forces is essential for ensuring lasting peace and stability. Under Malaysia's chairmanship, we urge ASEAN to reaffirm its commitment to human rights and regional security by implementing bold and effective measures to address the crisis triggered by the illegal military coup and the ongoing acts of terror against Myanmar's civilian population.
  
 5. Now is the time for decisive action to restore justice, peace, and the dignity of every individual in Myanmar.
 
 Ministry of Foreign Affairs 
 National Unity Government"
NUG,25/03/2025 20:24,"ASEAN, Bangladesh, UN","Republic of the Union of Myanmar
National Unity Government
Ministry of Human Rights
United Nations Human Rights Council
58th Session
Discussion with the UN Special Rapporteur on the situation of human rights in Myanmar.
22, March, 2025
The Government of National Unity, on behalf of the Republic of the Union of Myanmar, would like to express its gratitude to Mr. Tom Andrews, the Special Rapporteur on the situation of human rights in Myanmar to the UN Human Rights Council. We also welcome the Special Rapporteur’s Geneva press conference held on 17 March 2025.
Myanmar is deeply grateful to the UN Special Rapporteur and fully supports his mandate. Mr. Andrews’ voice is a powerful voice for our people. His latest report, press conference and reports to the Council are a collective message that while international sanctions on the financing and arms of the terrorist group are a major blow, they are not enough to curb its horrific and brutal atrocities.
The Special Representative added, “These attacks are not only endangering lives, but the death toll will rise exponentially if they are not stopped.”
By March 2025, 20 million people, a third of our population, will need humanitarian assistance. Myanmar is also the country with the highest number of landmine victims in the world. The Special Representative said that the drastic aid cuts “are decisions made with little thought and without any consideration of the consequences.” Aid has been cut to millions of people in Myanmar, and food aid to Rohingya refugees in Bangladesh has been cut by half. “It is, in a word, a breach of trust,” the Special Representative said.
Mr. Tom Andrews described the reality on the ground as the terrorist group is losing ground and the insurgents are losing ground. His call for international action is also in line with the High Commissioner’s call on UN Member States to support solutions that are centred on the Government of National Unity, ethnic groups, women’s groups, youth, civil society and other democratic forces. In summary, the Special Rapporteur calls on Myanmar to “express its opposition to atrocities and make a statement of its position on the current negotiations on the draft resolution on Myanmar.” This includes support for the ICC Prosecutor’s request for an arrest warrant for warlord Min Aung Hlaing, condemnation of the military regime’s forced conscription and sanctions on humanitarian aid, a broader ASEAN approach to Myanmar, The UNCT requests the Secretary-General to report on the political commitments and concrete steps being taken to strengthen the preventive capacity of the UN and to implement the recommendations of the Rosenthal report.
Ministry of Human Rights
Republic of the Union of Myanmar
National Unity Government
Ministry of Human Rights
UNITED NATIONS HUMAN RIGHTS COUNCIL
58th session
Interactive dialogue with the Special Rapporteur
on the situation of human rights in Myanmar
MYANMAR
22 March 2025
The Republic of the Union of Myanmar, as represented by the National Unity Government, is grateful to Tom Andrews, Special Rapporteur on the situation of human rights in Myanmar, for his update to the Council. We also welcome the Special Rapporteur’s Geneva press conference held on 17 March 2025."
NUG,25/03/2025 20:24,"ASEAN, Bangladesh, UN, West","Myanmar is deeply grateful to the Special Rapporteur and extends full support to his mandate. Mr Andrews is a powerful voice for our people. His latest report, press conference and update to the Council sent a collective message - that international action to sanction the military junta's access to cash and weapons is biting, but not deep enough to curb its appalling and escalating atrocities. 
 As the Special Rapporteur said, ""[t]hese attacks are costing lives and if they are not stopped the death toll will rise exponentially.""
 At March 2025, 20 million people – a third of our population – require humanitarian assistance. Myanmar also has the largest number of landmine victims in the world. And severe aid cuts, described by the Special Rapporteur as ""callous decisions being made with little thought, and apparently, no concern about the consequences"", have stripped millions of people in Myanmar of assistance and have halved food rations for Rohingya refugees in Bangladesh. To the Special Rapporteur, ""in a word, it is about betrayal.""
 Mr Andrews also acknowledges the reality on the ground in Myanmar, where the junta is being driven back and is steadily losing ground to a fierce people-led revolution. His plea for international action matches the High Commissioner's call on UN Member States to support solutions that place the National Unity Government, ethnic organizations, women's groups, youth, civil society and other pro-democracy actors at the center. 
 In closing, Myanmar calls on UN Member States to seize on current negotiations of the draft resolution on Myanmar to send a clear message to the rest of the system - in the Special Rapporteur's words, ""to speak out, to issue a declaration of conscience against this unfolding disaster."" This must include support for the ICC Prosecutor's request for an arrest warrant for junta leader Min Aung Hlaing, condemnation of the junta's forced conscription drive and its punitive blocking of humanitarian assistance, a political commitment to a broader ASEAN+ approach to Myanmar, and a request that the Secretary-General report on concrete steps that the UNCT is taking to strengthen the UN's prevention capacity and to implement the Rosenthal report's recommendations.
 Ministry of Human Rights
 National Unity Government"
NUG,28/03/2025 22:33,"Bangladesh, China, India, Thailand","Emergency Statement Regarding a Strong Earthquake
28 March 2025

On 28 March 2025, at around 12:50 PM Myanmar Standard Time, a very strong earthquake measuring 7.7 on the Richter scale (Major Earthquake) struck 16 km northwest of Sagaing, Myanmar. The earthquake was a shallow-trough type earthquake with a depth of 10 km and was felt in Bangladesh, India, Laos, Thailand, Myanmar and China. About 12 minutes after the first earthquake, a second earthquake measuring 6.4 on the Richter scale struck near Tada U Airport in Inwa, about 18 km south of Sagaing.

The earthquakes caused damage to religious buildings, The collapse of buildings, including heritage buildings, landslides, and damage to roads and bridges were observed. The National Unity Government convened an emergency meeting immediately after the earthquake and activated the Emergency Management Coordination Committee, and the relevant ministries have arranged for the necessary tasks to be carried out quickly by department. Currently, we are collecting the list of casualties, injuries, and damage caused by the earthquake, and carrying out relief, resettlement, and rehabilitation activities in our areas of jurisdiction in a timely manner. We also appeal to civil society organizations and the public in other earthquake-affected areas to show mutual sympathy and support. 

The National Unity Government would like to express its deep condolences to the individuals and families affected by the earthquake and its natural disasters, and we will stand together with the public in the rehabilitation efforts. In addition, I would like to express my deep sorrow at the news that construction workers, including Burmese workers, have lost their lives and been injured in the earthquake in Thailand. The damage to religious buildings is also a significant loss to the country's heritage, which is particularly sad. I would also like to urge international countries and organizations to send humanitarian aid to the people of Burma who have been affected by the earthquake, and to find ways to ensure that such aid reaches the people who really need it.

The cracks in buildings and soil caused by the earthquake may continue to collapse, dams may break, and bridges may collapse, so we need to be especially vigilant and vigilant. We urge you to study, learn, and be aware of earthquake hazards, and take precautions to prevent loss of life and minimize losses.

National Unity Government
https://nugmyanmar.org"
NUG,29/03/2025 00:37,"Bangladesh, China, India, Thailand","The Republic of the Union of Myanmar
National Unity Government
Ministry of Labor
Statement of Condolences to Workers Affected by the Strong Earthquake

March 28, 2025

1. On March 28, 2025, at around 12:50 PM Myanmar Standard Time, a 7.7 magnitude earthquake struck 16 kilometers northwest of Sagaing, Myanmar. The earthquake was a deep-sea earthquake with a depth of 10 kilometers and was felt in Myanmar, Bangladesh, India, Laos, Thailand, and China. About 12 minutes after the first earthquake, a 6.4 magnitude earthquake struck 18 kilometers south of Sagaing, near Tada U Airport, in the Inwa region.
2. These earthquakes have caused injuries, loss of life, and damage to people in various parts of Myanmar. The earthquake has caused extensive damage to homes and cultural heritage, and has had a significant impact on businesses and workers in various industries and their dependent families. In addition, it is known that a high-rise building under construction in Bangkok, Thailand, collapsed, causing injuries and trapping of workers in various industries. Our Ministry deeply regrets the damage caused by such earthquakes both domestically and internationally.
3. While the local population, expatriates, and migrant workers are suffering, the military junta has been bombing the Ta’ang region (Nawng Cho Township, northern Shan State, Naung Lin Village) from the air to maintain its power, and is mercilessly abusing the people.
4. The National Unity Government, The Ministry of Labor will make every effort to connect and support the local people and Burmese migrant workers abroad affected by the earthquake, and to ensure that they receive the compensation and legal benefits they deserve for their loss of life and workplace injuries, and to provide redress. We urge the public, including workers, to support each other. 

Ministry of Labor
Government of National Unity"
NUG,01/04/2025 15:57,India,"💢 Causes of Earthquakes

There are two (2) main causes of earthquakes in Myanmar: 
#The first is that the northward-moving Indian plate is subducting beneath the Myanmar plate, which is part of the Eurasian plate, at an average rate of 3.5 cm per year; and 
#The second is that the Myanmar plate is regularly moving northward at a rate of 2.5 cm to 3 cm per year. The first is due to the formation of large thrust faults along the Western Ridge, and the second is due to the formation of faults associated with the Sagaing Fault. Generally, medium-deep earthquakes occur along the Western Ridge, and shallow earthquakes occur due to the Sagaing Fault and other faults. 
Shallow earthquakes are more destructive because they have a greater impact on the ground. 

🔻 The Sagaing Fault

The Sagaing Fault is a tectonic fault that runs from near Putao in the north, through Katha West and Sagaing, along the Bago Yoma East, and then to the Gulf of Mottama for about 1,500 km. The Sagaing Fault is more prone to earthquakes in the Myitkyina-Putao, Sagaing-Tagaung, and Bago-Taungu sections of the Sagaing Fault, and the Sagaing Fault is the main source of most earthquakes in Myanmar. 

According to historical events, the Great Inwa Earthquake that occurred in March 1839 caused extensive damage to the new capital of Amarapura and the old capital of Inwa. This year, 186 years later, on March 28, 2025, it was again struck, causing extensive damage. 

📌Earthquake Events

In the history of Myanmar, in 1912, The Maymyo earthquake, centered near Taunggyi on May 23, was the strongest, measuring 8 on the Richter scale. The Bago (1930) earthquake (magnitude 7.3), Sagaing (1956) earthquake (magnitude 7.0), Bagan (1976) earthquake (magnitude 6.8), Taungdwingyi (2003) earthquake (magnitude 6.8), Talay (2011) earthquake (magnitude 6.8), Thabeikkyin (2012) earthquake (magnitude 6.8) and Chauk (2016) earthquake (magnitude 6.8) are well-known earthquake events. 

📣 Points to note

Of the three segments of the Sagaing Fault mentioned above, the Sagaing-Tagaung and Bago-Taungu segments have not had major seismic activity for more than 50 years, and this time the Sagaing-Tagaung segment experienced a 7.7 magnitude earthquake. The remaining Bago-Taungoo section also needs to be more careful. 

At least two (2) major earthquakes have occurred in central Myanmar in the past 20 years. You can study the location of the earthquakes and the location of the earthquakes on the map. 

Geological recommendations due to earthquakes
Due to the changes in the pressures and forces in the Earth's interior with earthquake activity, natural phenomena such as water overflowing onto the ground, mud volcanoes (e.g., chasm earthquakes), sand and mud flows, soil melting (sand melting), land cracking, landslides, rock fractures, and wave surges occur. Therefore, it is recommended that the resettlement of affected people and the reconstruction of houses in these areas should be avoided. 

Reference: Myanmar Natural Disasters (2010)
Preliminary Analysis of the Mandalay Earthquake (2025)_MIEPS
Article by By Dr. Kyle Muller (2025)
 
  #2025MyanmarEarthquake 
  #MyanmarEarthquake 
  #RebuildMyanmar 
  #NUGEarthquakeassist 
  #NUGMyanmar"
NUG,06/04/2025 2:09,India,"According to the India Meteorological Department (IMD) forecast for (5-4-2025), scattered rain is likely to occur in Kachin State, Mandalay Division, Northern Shan State, Sagaing Division, Chin State and Ayeyarwady Division and widespread rain in Mon State, Kayin State and Tanintharyi Division during the next 24 hours. The affected people are advised to be especially alert to the health hazards associated with heavy rain, strong winds and other associated hazards.

🗓️ For the complete weekly weather forecast, please follow the link below.

https://www.facebook.com/share/p/1BMhdHdkZG/?

🌨️📌🌥️📌☁️📌🌩️📌⛈️📌🌤️
#ເສີ່ລາວາວາວາວ
#WeatherForecast 
#MOHADM"
NUG,08/04/2025 18:56,India,"⛈️⛈️ According to the India Meteorological Department (IMD) forecast on (8-4-2025), the Low Pressure Area over the southern Bay of Bengal has moved northwestwards and is continuing to form a well-marked low pressure area over the west-central Bay of Bengal and adjoining southwest Bay of Bengal.

The strengthening low pressure area is likely to move north-northwestwards during the next 24 hours (April 8-9). It is then expected to recurve north-northeastwards during the next 48 hours (April 10-11) and gradually weaken over the central Bay of Bengal.

Due to the intensity of the strengthening low pressure area, severe thunderstorms are likely to occur over Sagaing Region, Mandalay Region, Magway Region, Yangon Region, Ayeyarwady Region, Bago Region, Nay Pyi Taw Council, Kachin State, Chin State, Rakhine State, Karenni State, There may be scattered thunderstorms in Kayin State and Mon State, and scattered thunderstorms in Tanintharyi Region and Shan State.

Earthquake-affected people are advised to be especially aware of the health risks associated with heavy rain, strong winds, and the formation of landslides, and to prepare for shelter in advance. 

Weather conditions are changing over time, so it is recommended to pay attention to the announcements.

🗓️ You can continue to read the complete weather information by day and week at the link below.
https://www.facebook.com/share/p/16QPPKMrYT/ 

🌨️📌🌥️📌☁️📌🌩️📌⛈️📌🌤️
#ສີດ"
NUG,10/04/2025 20:39,India,"☁️ According to the India Meteorological Department (10-4-2025) forecast, a well-marked low pressure area has moved north-northeastwards from west-central Bay of Bengal and adjoining southwest Bay of Bengal and is expected to continue moving in this direction during the next 12 hours and gradually weaken over the central Bay of Bengal.

🌧️ Due to the intensity of the well-marked low pressure area, scattered thunderstorms are likely to occur over Kachin State, northern Shan State, Karenni State, Mon State and Tanintharyi Division during the next 24 hours. Isolated rain is also likely to occur over Mandalay Division, Sagaing Division, Bago Division, Nay Pyi Taw Council, Magway Division, Rakhine State, Ayeyarwady Division and Yangon Division.

📣 Earthquake-affected people are advised to take precautionary measures against strong winds and lightning in the afternoon and evening, We urge you to be aware of the health risks associated with the occurrence of thunderstorms and to prepare for shelter in advance. 

📌 Weather conditions are subject to change over time, so we recommend that you carefully monitor the announcements.

🗓️ You can continue to read the complete weather information by day and week.

https://www.facebook.com/share/p/1CGzHW1zAv/ 

🌨️📌🌥️📌☁️📌🌩️📌⛈️📌🌤️
#ສີດ
#WeatherForecast 
#MOHADM"
